id,logFC,p.adjust
ACBD6,0.423647941,0.237506887
PRLH,0.234886765,0.237694115
SLIT1,0.834801806,0.237829038
KIF27,0.182290753,0.237954353
TUBBP5,0.305786518,0.237971523
UQCR11,-0.317375812,0.238085009
GDF11,0.466890871,0.238744177
LOC107984399,-0.240308259,0.23911154
PTPRH,-0.197090924,0.239323735
TBC1D10C,0.405649612,0.239405338
MFN1,0.285346129,0.239867941
DEGS1,0.251493759,0.240017847
RAP1A,0.196372735,0.240663234
SMG7,-0.282448441,0.240965989
XKR8,-0.264918094,0.241303294
ZHX1-C8orf76,-0.188787035,0.24138303
SLC4A3,0.221758659,0.242022631
GOLGA2P10,1.051149612,0.242365502
SEMA4G,0.207280382,0.242691149
LOC284950,0.250222688,0.242836819
ARHGAP10,0.454823306,0.243199544
CC2D1B,-0.444878647,0.243238922
ERO1B,-0.188575882,0.243238922
PDCD6-AHRR,-0.345892288,0.243247267
H4C1,0.289139459,0.2432805
VAPB,0.121295629,0.243399603
SLC25A21-AS1,0.3911757,0.243567491
PTPRK-AS1,-0.332326494,0.243576155
PCNX1,-0.333042288,0.244237512
BDKRB2,-0.256074424,0.244704385
TUT1,0.269476688,0.245200728
FAM216A,-0.321822859,0.245851401
YWHAH,0.347092612,0.245970964
MIOX,0.289923824,0.246474465
CAMKV,0.2989849,0.246858334
PAFAH1B2,0.382405271,0.246949608
TRANK1,0.273505206,0.247489397
PRRG4,-0.208859759,0.247927224
H1-0,0.157026759,0.248648991
S100A3,-0.259773106,0.248787043
BLACAT1,-0.258316765,0.249506107
RAB21,0.8534975,0.249668395
RFPL1,0.2153146,0.249839679
IL25,1.077502812,0.249983296
KRTAP7-1,0.3804391,0.250103672
VCL,-0.425775735,0.250304321
SLC7A3,-0.224791924,0.250328514
PPP3R2,0.396495588,0.251313712
PTPRN2-AS1,-0.099067412,0.251334974
TRIM36,0.291976276,0.251357553
ABHD17C,-0.255773635,0.251441268
SLC22A6,0.204456094,0.252571142
NTPCR,0.268264253,0.252672378
LAMTOR4,0.315743312,0.252787152
EGR3,-0.743987359,0.252833458
SELENOO,0.190475829,0.252880682
WDR54,-0.276509682,0.253021605
CEACAM8,0.717251518,0.253951673
SMPDL3A,-0.387433659,0.254092032
DNAJC18,0.308533735,0.25527449
BRCC3,0.188233635,0.255407346
IGLL1,0.251454759,0.256276374
SLC41A3,0.170828347,0.25652578
FMC1,0.154481576,0.256650084
KCNK3,0.270276694,0.256680367
CCT3,0.176344912,0.256913008
CEBPZ,-0.234172329,0.257046016
STXBP6,-0.2275049,0.257485605
OSER1,-0.240987318,0.257901235
HBQ1,0.221549218,0.257911783
ARHGDIA,0.184334182,0.258015416
CYP2B7P,0.306827506,0.258540237
APAF1,0.278947741,0.25874686
SIGLEC9,-0.192949588,0.259738126
ZNF382,0.111907882,0.259899011
MIR3667HG,-0.241318994,0.260040365
CSN3,-0.159899488,0.260686007
GNPTG,0.262820312,0.260997951
ZNF562,0.423399906,0.262785463
ENY2,0.276538853,0.262785463
COX14,0.273577694,0.262855385
IGLV2-14,-0.504391388,0.262879958
ARL17A,0.120678206,0.262994356
MAGEH1,-0.243113524,0.263193653
CCL18,0.261865165,0.263289326
DAGLA,0.204210241,0.263826992
C1GALT1C1,0.186762365,0.264158329
PHC3,-0.265023212,0.264504377
SLC35E4,-0.1992973,0.265200425
CD52,0.259468941,0.265331206
SBNO1,0.179280371,0.26536352
MYO3A,-0.385304588,0.265831647
HTRA2,0.236327129,0.265856286
STOM,0.254684835,0.266128361
VEGFC,0.186234876,0.266482458
MAK16,-0.581589547,0.266805253
CER1,-0.362040565,0.266939181
PRO1804,-0.141655176,0.267830133
PI4K2B,-0.202515876,0.269258567
SLC18B1,0.224907288,0.270362233
PRPS2,0.300747729,0.270395354
SLC4A11,0.274645218,0.271061321
EMC3,0.246328524,0.271388907
ARHGAP24,-0.383766888,0.272064549
ZNF443,0.166967412,0.272334693
SNHG32,-0.283089712,0.272388227
LINC01346,-0.311712065,0.272826725
CFAP44,0.123219918,0.27329456
ZDHHC17,-0.204584335,0.273424404
CABP7,0.276382112,0.273441955
PRKAR1B,0.631440894,0.273959863
ZNF623,0.202646,0.274344064
SPINT3,-0.268346512,0.274459517
LRRC49,0.336782429,0.274558591
ZGPAT,-0.189603824,0.274563902
CDON,0.204315118,0.274608764
RPL3,0.548140724,0.274805225
UBAP2,0.221026488,0.274830852
ARF1,-0.266536753,0.275483793
CLDN16,0.6178806,0.27549888
RNF112,-0.406512835,0.27556928
SUSD4,-0.394959641,0.275974175
NDUFS6,0.147271106,0.276105841
PPIB,0.198896582,0.276424755
CTCF,0.419813141,0.27653789
FLJ13224,-0.205994147,0.276617644
MS4A1,0.331148688,0.276859234
NINJ1,0.191276624,0.277301566
MTMR7,-0.202875124,0.27731332
CENPBD2P,-0.216583512,0.27810918
NEURL4,0.577922988,0.278284671
SPRED2,-0.278972071,0.278462019
OR51B5,0.137234218,0.27872766
LOC100506076,0.201030647,0.278755131
MATN1,0.331988853,0.278823492
ADCYAP1,0.413772388,0.278971249
KATNIP,-0.251396194,0.279228997
RCAN3,0.272900282,0.279512459
CDIPT,-0.622178229,0.279712613
SERBP1,0.180414953,0.280201502
MTNAP1,-0.133708888,0.28029898
LNPEP,-0.227013888,0.280355122
FAM201B,-0.315565482,0.280694768
TMEM39A,-0.347796365,0.280733746
TMEM200C,0.262550865,0.280733746
SPG21,0.195931288,0.280977317
TNK2-AS1,0.145362765,0.280977317
TOR2A,0.223935112,0.281101593
CTRL,-0.151444218,0.28121988
ALDOA,0.275164718,0.281292341
SOCS3,-0.205216376,0.281626887
SLPI,1.048796194,0.281626887
GPR20,-0.172310588,0.282245167
TUSC7,-0.414149912,0.282348048
LOC100133920,0.269433506,0.282842816
IFFO2,0.283809865,0.283159459
PRSS59P,0.231317794,0.283267536
ZNF358,0.171129518,0.283313334
WNT11,0.657833888,0.283425851
SEPTIN7P11,-0.425708894,0.283584522
PRRG2,0.184817982,0.283855881
HAPLN3,-0.178514559,0.283884024
TREML4,-0.250030353,0.284132086
NIBAN2,0.236718465,0.284195845
CADPS2,0.279618541,0.284429381
CENPX,-0.227041235,0.285184623
ZNF331,0.286629571,0.285219143
PRDX4,0.260948294,0.285956678
TPSG1,0.373219235,0.286067537
STXBP1,0.371771959,0.286068815
ACSM3,0.498989265,0.28610104
MPI,0.240005518,0.286142788
LINC00934,-0.256349376,0.286397359
NUP54,0.179518276,0.286420221
AK9,0.263839476,0.28660351
TFEB,-0.233939906,0.286885728
PLEKHG1,-0.165323535,0.286997218
PARM1-AS1,0.189978688,0.287122525
PALM2AKAP2,0.327008218,0.287140681
B3GALT5,0.170612382,0.287151586
XRN2,0.268384553,0.287176975
NINJ2,0.325919694,0.287212002
RHEB,-0.1917197,0.287462598
LPAR5,0.312644665,0.287462598
BMP7,-0.332327729,0.287747413
CTTN,-0.173270935,0.288065905
YIPF5,0.312811624,0.288286102
LINC00943,0.169527129,0.28837496
ACTMAP,0.450788788,0.28842394
TERB1,0.114854088,0.288902364
SBSPON,0.173153659,0.289350878
METTL14-DT,-0.415913224,0.289862699
XKR6,0.336810494,0.289952545
CYRIA,0.172905182,0.289960393
HYMAI,0.256749253,0.28998479
WFDC10B,-0.230152806,0.290170559
GPD2,0.350417947,0.290693262
LRRC8A,0.506070453,0.290718373
BCL2L10,0.257747776,0.290784494
OR7C1,-0.177156588,0.291433414
DNAAF10,-0.176619176,0.291512796
TBK1,0.315809229,0.292018985
VSTM2A,0.300963512,0.292304403
CD300LF,-0.211434135,0.292375835
TMEM18,0.331082718,0.292408398
ARAP3,0.384136106,0.292508957
ATP6V1G2,-0.237047794,0.293349231
B3GNT3,-0.238034029,0.293545152
FUT9,0.1881069,0.293733331
NPAP1,0.2775528,0.293810405
ATG7,-0.181108453,0.293913325
LINC01537,0.273358388,0.293913325
TRIM22,0.656186129,0.293953622
APPL1,-0.294322271,0.294743482
TPM2,0.189709059,0.294875765
RBBP9,-0.249568265,0.295697079
FAM169A,-0.2893365,0.295697079
NDRG3,-0.111393912,0.296125815
MINDY2,0.198946429,0.296165966
TAC4,-0.354763476,0.296361097
TRIM62,-0.162474418,0.296495691
KCNJ13,0.276445765,0.296664188
PAXBP1,-0.250091212,0.296818988
MLANA,0.212935171,0.296818988
FAT2,-0.336119147,0.298024328
KCNJ11,-0.152323865,0.298542546
TBC1D9,0.326232347,0.298581669
ATAD3A,-0.186923006,0.298695985
FCGR1A,-0.138315406,0.298700898
HES2,-0.337100671,0.29894288
TRBV19,-0.188701241,0.298990937
ANG,-0.424125971,0.299021079
MRPL42,-0.243390788,0.299719121
GPR25,0.214321059,0.299719121
ZZEF1,0.195864594,0.301532314
ILRUN,0.273417482,0.302295481
PPP2CB,-0.280698282,0.302500693
IP6K1,0.126838665,0.302578536
CEACAM5,-0.305346688,0.303106989
ARL6IP6,0.273232947,0.304140771
NPAT,0.240962471,0.304811381
IQCH,0.136807441,0.305222013
PEX5L,-0.181024829,0.305307652
TMEM60,-0.930077006,0.306205283
JADE1,0.156732759,0.306711384
PPAN,0.158523606,0.306903983
WASF2,0.240588224,0.307272391
NECAB2,0.238654947,0.307392417
ADGRD1,-0.316651859,0.308605909
HTR2B,0.530535071,0.308858473
RASSF2,0.164073812,0.309002474
GART,0.302520412,0.309153983
DEPTOR,-0.662191518,0.30995499
IFNA13,-0.146318841,0.310534904
FOXI1,0.415367706,0.310612458
CD47,-0.172095882,0.310694721
DAPL1,0.184422218,0.311027964
SEMA6D,-0.233045729,0.311047462
RBPMS,-0.227048429,0.311316463
GYG1,-0.201215776,0.311466399
ASB15,-0.225963,0.311475388
RNGTT,0.265121241,0.311612418
TLR9,-0.6839771,0.311643111
SRARP,0.232252135,0.312129196
DENND2C,-0.343827182,0.312453141
POM121L9P,0.141019312,0.312642046
TDG,0.732084912,0.31280542
TRIM26,-0.160593376,0.313275721
HDAC11,0.218325988,0.313462357
CRADD,0.147782935,0.31360145
LAMP1,-0.0641285,0.31360145
CAPN1,-0.218684276,0.31421069
TRNT1,-0.141794447,0.3144953
MRPL10,0.247490335,0.314847546
KLF13,0.187328182,0.315646513
INTS12,-0.2724241,0.315819946
MN1,0.6457222,0.316027442
PCDHGC5,0.095729524,0.316527587
RYR1,-0.302739012,0.316536019
NOM1,0.264862012,0.316649645
BBS9,0.849539624,0.316649645
PLD3,-0.122154124,0.316971475
PRXL2A,-0.246421835,0.317411868
SNX8,-0.168022076,0.317826189
GOLGA4,-0.192536729,0.317988315
GGT1,-0.396369806,0.3180197
PARS2,0.164003176,0.318224926
SMIM13,-0.229341782,0.318263874
MAP1LC3C,0.220702976,0.319219615
CARHSP1,-0.161388018,0.319905794
KIR2DS3,-0.185073412,0.320193804
SLC4A4,0.323543982,0.320196145
PAAF1,-0.182942365,0.320308588
SEC22B,-0.2621941,0.320506113
DACT3,0.095289535,0.320795214
RBX1,-0.140587941,0.320849309
RPS11,0.086402812,0.321151085
WDR91,-0.150228412,0.321717498
GRIK3,0.2552012,0.321881439
EIF5A,-0.284143288,0.321881439
SLC39A9,-0.205762088,0.322741233
DCUN1D2,0.234222153,0.323073897
ACSS3,0.240502406,0.323263646
RTF2,0.3086294,0.323726772
DCX,-0.199251765,0.323762894
KCTD15,-0.178486071,0.323790607
TSPAN18,0.206583353,0.324078803
CCDC43,-0.345429376,0.324119484
C11orf86,0.500477688,0.324939706
DLL1,-0.209726553,0.325158322
PPFIA2,0.134012388,0.325286062
SPON1,0.233486276,0.325703821
CYP2F1,-0.097002141,0.326996002
ANKRD18B,0.169237412,0.327156013
ITM2C,-0.303912412,0.327491145
HOXD1,-0.280283706,0.327893974
MSH2,-0.243301041,0.328383459
TBC1D9B,0.207469771,0.328435033
PANK4,-0.165443124,0.329192352
LINC00593,0.464206206,0.329658576
SCN11A,-0.402369618,0.330074403
GPR75,0.335070059,0.330177719
RAB11FIP5,0.537563765,0.330249607
LINC00574,-0.236725371,0.330830835
NKX2-5,0.416449824,0.330845784
OR5H1,0.273272106,0.33087916
CDH17,-0.538234606,0.331023721
TIMM23,0.268896576,0.331178852
LUARIS,0.140203441,0.331448467
PPT2-EGFL8,-0.171427547,0.331748394
TOMM22,-0.287727953,0.331765195
LPAR1,-0.792446071,0.33183615
FAM66C,-0.231115465,0.334009935
TMEM258,0.216946788,0.334179581
RAB7A,-0.2465496,0.334194058
POLR2H,-0.237816229,0.334594043
RAE1,0.211289288,0.334661033
FRMD8P1,0.143778965,0.33496747
PCBP4,-0.2432395,0.334986813
PAPLN,0.232357165,0.335180965
ZSCAN31,0.216647271,0.335609196
SLC23A1,-0.148966818,0.335639507
INMT,-0.286158447,0.336308695
TMEM200B,-0.478723776,0.336334987
C1QTNF7,0.4475783,0.336662091
PRPF38B,-0.224204647,0.336670571
PRTG,0.247768671,0.33713544
RSPH4A,-0.258438124,0.337493257
ZNF346,0.256880324,0.337686271
PPP1R14C,-0.260605229,0.338505233
CA4,0.143063753,0.338969917
GREB1,0.121683265,0.339249471
ZNF598,-0.187729941,0.339250585
SLC7A4,-0.379171053,0.339464341
AGTRAP,-0.241090824,0.340319233
UBE3B,0.120057518,0.340418722
SSRP1,0.189609894,0.340689542
DENND6B,0.170022188,0.340718575
OTUD6B,0.171739629,0.341562802
ABHD12B,0.138565135,0.341618215
CSE1L,-0.298700753,0.342023339
PHRF1,0.178950653,0.342090314
CFL1,-0.398847694,0.342090314
ERICH5,-0.393732894,0.342092147
TCIRG1,-0.402841512,0.342374035
CRAMP1,0.458135641,0.342390839
CDH8,-0.294460006,0.34250586
HENMT1,-0.219052171,0.342630592
C3orf62,-0.212083382,0.343331364
POLR2J,-0.4032432,0.343430048
CNBD2,0.199989182,0.343904226
ING5,-0.2185178,0.344174292
IKZF3,0.183885324,0.344389009
C8orf76,0.230776859,0.344716692
ZSCAN16,0.457615247,0.345109088
IRF2BP2,0.228391924,0.34524183
MGAT1,0.169369271,0.345510284
GPR3,0.197262641,0.345798679
MCM10,-0.189786218,0.345997777
GHSR,-0.264044735,0.346940332
CAPN14,0.2939116,0.347057512
KHDC4,0.494480471,0.347653227
TRIM4,-0.287209459,0.348065876
TOMM5,-0.454856176,0.348987064
MDS2,-0.165772247,0.348992518
GUF1,-0.192160935,0.349017252
BRINP2,0.235482688,0.350174103
ANLN,0.303807412,0.350867179
FBXL4,0.355808612,0.351232384
ADCY6,0.186160194,0.351445202
RPL41,-0.711682188,0.351984408
CLCC1,-0.198519512,0.353020342
CRK,-0.213441282,0.35361459
KCNK6,0.186007112,0.353811661
PTH,-0.379365435,0.353811661
EMC4,0.167273182,0.353949443
SERPINA9,-0.260824153,0.354066617
LOC105376166,0.252352753,0.354215176
AIM2,-0.255791524,0.354451363
SRGAP2B,-0.258132953,0.354499631
LSAMP,0.391709859,0.354599722
TRAPPC2B,-0.200826094,0.355128
KRT8P12,0.205266576,0.355128
DSC1,0.122198471,0.35517246
RNF20,0.190722765,0.355204748
TRIM21,-0.137767529,0.355658378
EPCAM,0.718199759,0.356208275
TEF,-0.203720524,0.356362736
GZMB,0.2118013,0.356443844
MBTD1,0.100173694,0.357341879
ADIPOR2,-0.179210082,0.358468481
ABL2,-0.182853671,0.359030367
EIF1B,-0.251980841,0.360073438
SCRG1,-0.323276988,0.360657916
MICAL2,0.205232106,0.361409562
ENO1,-0.178195459,0.361799936
THEM6,-0.222133512,0.362265909
DOCK11,-0.225227694,0.362309424
ABCG2,0.2614158,0.36249481
CCR4,-0.212242047,0.362890946
GJA8,-0.246107782,0.364293932
TEKT2,-0.203990853,0.365916053
NUS1P3,-0.122179635,0.366119891
XRCC4,-0.172167235,0.366715727
LAMB3,-0.175594024,0.366884341
ZNF416,0.258151794,0.367148479
ZNF578,0.141823512,0.36809754
C1orf159,0.282192818,0.368144441
CYFIP2,-0.158276476,0.368894049
TMEM40,-0.154295153,0.368894049
SERPINB9,0.214273176,0.369276856
LEMD1,-0.179491412,0.369608498
ERV9-1,-0.274042176,0.369916578
ULK4,-0.186099224,0.370417663
LAPTM4B,0.089927718,0.370839756
FBXO16,-0.254699712,0.371755887
TGFB1I1,0.255602147,0.371935781
RUSC1,-0.261440882,0.372010529
NDUFB2-AS1,-0.322537588,0.372048829
KNL1,-0.145308929,0.372209489
IFNA8,0.204830276,0.372438976
GRTP1,0.183426353,0.372825775
SPMAP2,-0.124959688,0.374082661
CHI3L1,0.2032346,0.374688274
CES3,0.252072218,0.375814807
NUDT19,-0.201970682,0.375856926
IL18BP,-0.235044788,0.375856926
LOC100506405,0.206047335,0.375998444
MUC13,-0.171671835,0.377600662
BRK1,0.152420571,0.378409628
MLLT6,0.229135929,0.378726247
HIPK2,-0.128961341,0.378953901
PLAC4,0.282291818,0.379661205
BRSK2,0.225413559,0.379794255
CORO1B,0.451465135,0.381491577
ECT2,0.130643818,0.381496193
PIH1D1,-0.204117635,0.381792031
NRTN,-0.268832447,0.381857237
GTF2E1,-0.158096482,0.383108115
IVNS1ABP,-0.160562606,0.383542469
GTF2H3,-0.490250206,0.383873087
AP2A2,0.140618959,0.384130179
ARID3B,0.612246718,0.384130179
MTX1,0.078452235,0.385829646
ABCF3,-0.435708535,0.385863053
GTF2F2,0.223633594,0.38683089
GPC1-AS1,-0.180882971,0.388461501
SUN3,-0.204931324,0.388679618
CCHCR1,0.201698959,0.389421546
KRT71,0.394468447,0.389702585
DAPK2,-0.241073135,0.39114444
RLIM,0.307660212,0.391285556
TOX,0.111735224,0.391843445
KRTAP1-1,0.465680435,0.392223869
IGF2-AS,0.246479506,0.392817776
LUM,0.348654541,0.393224318
PRRX2-AS1,-0.1632117,0.393628002
NCR2,0.212203671,0.393981584
CFAP298,-0.445956594,0.394343145
ADPRS,-0.467340065,0.395721855
DUX3,0.206323018,0.396517749
CRKL,-0.406827124,0.396812969
IL17B,0.187303012,0.398749043
ATP11A,-0.195254388,0.399861819
SLC37A1,-0.205576071,0.400707788
SLC28A3,0.180286582,0.400813437
STT3B,-0.178018912,0.40108739
RASGEF1A,-0.152948271,0.401151318
PLP1,0.240926047,0.401156093
DNM1L,-0.1178842,0.402061952
ZBTB25,-0.213247847,0.40210624
CHRND,0.227218965,0.402475954
BCOR,-0.140457529,0.402877347
IFI16,-0.203947971,0.403013402
RPL27A,0.345657176,0.40349087
KMO,-0.150696276,0.40358701
MANEA,-0.313901853,0.404190967
FOXE3,0.161112047,0.404747396
METRNL,0.344097965,0.404884544
CARD8-AS1,-0.233012594,0.405154058
KANK2,-0.213314759,0.405522352
FLT3LG,0.188657747,0.405761513
TRMO,-0.188465824,0.406426005
CCDC30,0.206801665,0.40707036
ZNF736,0.141175188,0.407168772
EXOC6B,-0.198013659,0.407168772
NDUFV2,-0.200852694,0.407297987
DPP8,-0.193008188,0.408283401
RRAGD,0.223789641,0.408283401
DDRGK1,-0.178745824,0.408939411
HDLBP,0.131774382,0.409063618
MC1R,0.253023265,0.410331503
POU1F1,0.148638729,0.41081394
LSM6,-0.133050612,0.411057941
APOBEC4,-0.164694106,0.411792875
MSX2,0.195200124,0.412781635
QSER1,-0.138736424,0.412888716
DDN,0.152970582,0.412973467
TFAP2C,-0.314970171,0.412995133
ULK1,0.232169047,0.413645684
CHST7,0.288189235,0.413746887
KCNH1,-0.267832829,0.414351519
DNAH2,-0.191035747,0.414850701
SEMA5B,0.158351971,0.414856519
ITGA10,-0.150471859,0.414856519
KIF1C,0.135559706,0.415746741
CCDC25,0.156304429,0.415832108
ANO3,-0.148428829,0.41631978
CCDC184,-0.168615965,0.417248853
ARSK,-0.151383059,0.417678694
TTLL9,-0.094244259,0.417808008
POLL,0.249286506,0.41849418
DCDC1,-0.179841253,0.419073539
TMEM106B,-0.270762553,0.419373032
IL22RA1,0.120953447,0.419575633
FUCA1,-0.174336541,0.420530598
HSD17B1,-0.201705988,0.421239843
SELPLG,0.242862118,0.421308892
PUM2,0.255750665,0.422841484
ATAT1,0.311457471,0.423026259
MYMX,0.262665406,0.423317154
PALB2,-0.182168365,0.423467831
MIR570HG,-0.245601641,0.423490398
C14orf93,-0.195120465,0.423497908
GPR19,0.287842306,0.42357999
LOC105374336,-0.250053318,0.424103355
TAS2R40,-0.233454441,0.424246147
SPIRE2,0.374350082,0.424264098
F2R,0.293356129,0.424442522
MRM2,0.262996488,0.424444109
UBE2B,-0.246766624,0.424466794
SEC61B,0.244017671,0.425056199
ACSF2,0.202046641,0.425983416
GREB1L,0.160219176,0.426193574
NEU1,0.108619776,0.426640287
CCNYL1,0.137871829,0.427004156
XPNPEP2,0.141719288,0.427139262
ZNF527,-0.249302076,0.427139262
FCAMR,-0.158876353,0.427513868
LINC01142,-0.429009329,0.42786482
SLC25A22,0.124403394,0.427955457
ST6GALNAC4,-0.1861025,0.428094595
DOP1A,-0.201742912,0.428094595
FAM228B,0.087318853,0.428143137
PSMB3,0.138888865,0.428479824
KCNC3,0.153888312,0.428925015
CAMK2B,0.166153524,0.428998898
CXCL13,0.121632059,0.429349751
PIANP,0.218806582,0.429463776
MAP3K7,-0.387428224,0.43067004
ADAMTS8,0.1593553,0.431390957
CEP170B,0.320876,0.431390957
SNHG3,-0.193262824,0.431513406
AP4S1,0.302093771,0.431659505
ZNF337,-0.157004559,0.431796587
GTPBP2,0.156856541,0.432545212
IMP3,0.177459429,0.433017798
IQCM,-0.144513982,0.434118429
IL19,-0.249370459,0.434118429
KIFAP3,-0.1070835,0.43569724
NFX1,-0.175923235,0.435997999
WNT5B,-0.156614518,0.436327815
VTI1B,0.272256594,0.436429027
TTC6,0.237128353,0.437551842
APOL2,0.137789441,0.437865389
APOD,0.159471794,0.438819303
ZNF746,-0.108271418,0.439063836
CDCA5,0.625501988,0.439553074
IQGAP1,0.114175735,0.439891151
UCHL1,0.074538094,0.441580462
FZD7,-0.125108047,0.44162997
NES,0.110898859,0.442062961
CCT7,-0.189489047,0.44235448
GLB1L,-0.198556959,0.44235448
SCARB1,0.193069788,0.442494786
ANXA11,0.269578935,0.442735185
LIMK1,0.146524506,0.443658747
LINC01521,-0.198005312,0.44369955
SYT5,-0.1529845,0.443880384
CXCR5,0.148765653,0.443943047
RACK1,0.105945118,0.444034109
GDF2,0.131162071,0.44432665
NAPG,0.134896682,0.444770282
SNAP29,0.145836135,0.445154322
TRIM32,0.164569147,0.445641494
BLOC1S1,0.189764847,0.445753399
TLK2,-0.521192206,0.445935955
ACTR3,-0.355669294,0.446200302
ALKBH4,-0.213440041,0.446564354
SPACA9,-0.1913511,0.446857735
GALNT12,0.276921782,0.447670835
IFRD2,-0.164585212,0.447702123
APOO,-0.389721418,0.449261573
PLCXD3,0.112579953,0.449324027
LOC100190986,-0.183132859,0.449582955
WNT8A,0.206918959,0.449697377
SUPT6H,-0.173045518,0.451699682
ARMCX6,0.183737724,0.452137448
NPFF,0.201456518,0.453116397
MFSD13A,-0.134336641,0.454189629
ELMO1,-0.306939941,0.454359756
RGL1,-0.119458547,0.454492294
ATP6AP2,0.284948694,0.455614385
SFMBT2,-0.157495147,0.456667919
SERINC3,0.170522341,0.45711478
PTPN3,0.171540147,0.45857041
GRM5,0.157052412,0.458714395
PARP4,-0.396866735,0.458842513
UGT2B17,-0.318229988,0.459090435
ADGRG7,0.199237547,0.459337689
DMP1,0.115129853,0.459532647
TSR2,-0.171507565,0.459532647
LINC00339,0.133940735,0.460160882
CNN2,0.120437647,0.460588747
CRIM1,-0.246285724,0.460802088
CDH18,0.0927565,0.461239694
CNGA1,0.156616171,0.462951175
ICA1L,-0.144059494,0.46340624
UAP1L1,-0.146229324,0.464410958
FEZF2,0.139139529,0.464550692
SLC49A3,0.143378853,0.464599277
DCD,0.129436171,0.464615487
CCPG1,-0.165136012,0.466368983
P4HA1,-0.143161059,0.466413737
NGF,0.122000412,0.467061844
ZNF112,-0.185468212,0.467061844
SNX9,0.136818888,0.467621968
FHOD1,0.267445218,0.467621968
OR1D4,-0.337915165,0.468098373
HBA2,0.127088994,0.46891968
METAP2,0.158037776,0.46951503
CLIC2,0.228281129,0.470031162
GPS2,-0.191549459,0.470483468
NTAN1,-0.125192653,0.471269266
SEC63,0.158533206,0.471304632
